Year,Gtm,Month,Home,Opp,Win,pitchIP,pitchH,pitchR,pitchER,pitchUER,pitchBB,pitchSO,pitchHR,pitchHBP,pitchERA,pitchBF,pitchPit,pitchStr,pitchIR,pitchIS,pitchSB,pitchCS,pitchAB,pitch1B,pitch2B,pitch3B,pitchIBB,pitchSH,pitchSF,pitchROE,pitchGDP,numPitchers,PA,AB,R,H,1B,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,Thr,OppStarter,OppGameScore,RD
2022,88,Jul,1,NYM,0,9,9,4,4,0,6,8,1,1,3.57,41,165,102,0,0,0,0,34,5,3,0,0,0,0,0,2,4,32,32,1,5,2,2,0,1,1,0,0,13,0,0,0,0,0,0,0,0.25,0.315,0.443,0.758,4,R,M.Scherzer(76),76,-3
2022,89,Jul,1,NYM,1,9,5,1,1,0,4,13,0,0,3.54,36,165,101,2,0,0,0,32,3,1,1,1,0,0,0,0,4,33,29,4,5,3,0,0,2,4,4,0,13,0,0,0,0,0,0,0,0.249,0.315,0.443,0.757,5,L,D.Peterson(62),62,3
2022,90,Jul,1,NYM,0,9,8,7,6,1,3,10,3,0,3.57,39,168,106,1,0,0,0,36,4,1,0,0,0,0,1,0,4,36,34,3,8,4,1,0,3,3,2,0,13,0,0,0,0,0,1,1,0.249,0.314,0.444,0.758,6,R,C.Bassitt(62),62,-4
2022,91,Jul,0,WSN,1,9,11,4,4,0,1,7,2,0,3.57,38,147,103,0,0,2,0,37,8,1,0,0,0,0,0,0,3,33,31,5,6,3,0,0,3,5,2,0,8,0,0,0,0,2,1,0,0.248,0.313,0.444,0.757,1,R,A.Sánchez(46),46,1
2022,92,Jul,0,WSN,1,9,8,4,4,0,6,9,0,1,3.58,41,174,107,6,2,0,0,34,5,3,0,0,0,0,0,1,5,42,40,8,12,8,1,0,3,8,2,0,12,0,0,0,1,0,1,0,0.249,0.314,0.445,0.759,7,L,P.Corbin(33),33,4
2022,93,Jul,0,WSN,1,9,7,3,3,0,0,4,0,0,3.57,32,118,75,0,0,0,0,32,6,0,1,0,0,0,0,2,3,39,37,6,9,3,4,0,2,6,1,0,8,1,0,0,1,0,3,0,0.249,0.313,0.446,0.759,6,R,P.Espino(47),47,3
2022,94,Jul,0,WSN,0,8,7,7,7,0,2,7,2,0,3.61,33,123,81,0,0,0,0,31,5,0,0,0,0,0,0,0,3,37,33,3,6,4,2,0,0,3,2,0,8,1,0,1,1,0,0,0,0.248,0.313,0.444,0.757,7,R,E.Ramírez(59),59,-4
2022,95,Jul,1,LAA,1,9,5,1,1,0,3,13,1,2,3.59,36,154,98,0,0,0,0,30,3,1,0,0,1,0,0,1,4,35,32,8,8,4,1,0,3,7,2,0,14,1,0,0,0,0,0,0,0.248,0.313,0.445,0.758,3,R,S.Ohtani(47),47,7
2022,96,Jul,1,LAA,1,9,8,2,2,0,0,12,1,0,3.57,35,132,89,0,0,0,0,35,4,3,0,0,0,0,0,0,4,37,34,7,11,8,2,0,1,7,3,0,6,0,0,0,1,1,0,0,0.249,0.313,0.445,0.759,6,L,P.Sandoval(25),25,5
2022,97,Jul,1,LAA,0,9,13,9,8,1,5,9,1,0,3.62,45,164,104,4,2,0,0,39,10,1,1,0,0,1,0,0,5,38,33,1,6,6,0,0,0,1,5,0,9,0,0,0,0,0,0,0,0.248,0.313,0.443,0.756,10,L,R.Detmers(65),65,-8
2022,98,Jul,0,PHI,0,8,12,6,6,0,0,10,1,0,3.64,36,135,91,0,0,2,0,36,9,2,0,0,0,0,0,0,3,37,35,4,8,6,2,0,0,1,2,0,9,0,0,0,1,1,2,0,0.248,0.313,0.441,0.754,6,L,R.Suárez(56),56,-2
2022,99,Jul,0,PHI,1,9,5,3,3,0,2,8,2,0,3.64,34,145,99,1,0,0,0,32,3,0,0,0,0,0,0,0,4,38,36,6,10,4,4,0,2,6,2,0,11,0,0,0,0,0,1,1,0.249,0.313,0.442,0.755,5,R,A.Nola(44),44,3
2022,100,Jul,0,PHI,0,8,10,7,6,1,2,8,0,0,3.66,35,126,87,0,0,3,0,31,8,2,0,0,0,2,0,2,3,35,32,2,5,4,0,0,1,2,3,0,7,0,0,0,0,0,0,0,0.248,0.312,0.441,0.752,6,R,K.Gibson(58),58,-5
2022,101,Jul,1,ARI,1,9,6,2,2,0,4,9,1,0,3.65,38,132,85,2,0,0,0,34,4,0,1,0,0,0,0,0,4,33,29,5,8,5,2,0,1,4,3,0,1,1,0,0,0,2,1,1,0.248,0.312,0.441,0.753,4,L,M.Bumgarner(35),35,3
2022,102,Jul,1,ARI,1,9,4,2,2,0,2,11,0,0,3.63,34,155,99,0,0,1,0,32,2,2,0,0,0,0,1,0,4,36,34,6,11,7,0,1,3,6,2,0,10,0,0,0,1,0,0,1,0.249,0.313,0.443,0.755,6,R,C.Martin(39),39,4
2022,103,Jul,1,ARI,1,9,4,0,0,0,4,7,0,0,3.6,32,134,81,0,0,0,2,28,4,0,0,0,0,0,0,1,3,31,29,1,5,3,2,0,0,1,2,0,10,0,0,0,0,1,0,0,0.248,0.312,0.441,0.753,5,R,M.Kelly(77),77,1
2022,104,Aug,1,PHI,1,9,4,1,1,0,4,14,0,1,3.57,36,151,100,2,0,1,0,31,3,1,0,0,0,0,0,0,3,43,35,13,14,10,2,0,2,11,6,0,9,2,0,0,0,1,0,1,0.25,0.314,0.443,0.757,6,R,N.Nelson(45),45,12
2022,105,Aug,1,PHI,0,9,5,3,3,0,2,12,1,2,3.57,36,135,95,2,1,1,0,32,4,0,0,0,0,0,0,0,4,33,32,1,6,3,2,0,1,1,1,0,10,0,0,0,0,1,0,0,0.249,0.313,0.442,0.755,5,R,Z.Wheeler(70),70,-2
2022,106,Aug,0,NYM,0,8,9,6,6,0,3,5,4,0,3.59,35,130,80,0,0,0,0,32,5,0,0,0,0,0,0,2,3,35,34,4,7,6,0,0,1,4,1,0,10,0,0,0,0,0,1,0,0.249,0.313,0.441,0.753,4,R,C.Carrasco(57),57,-2
2022,107,Aug,0,NYM,1,9,12,6,6,0,5,10,1,0,3.62,43,170,104,4,2,0,0,38,8,3,0,0,0,0,0,0,6,44,40,9,14,8,3,0,3,9,2,0,6,2,0,0,1,1,1,0,0.25,0.314,0.443,0.757,8,R,T.Walker(7),7,3
2022,108,Aug,0,NYM,0,8,13,8,7,1,6,8,0,2,3.65,44,172,103,3,0,0,0,35,12,1,0,1,0,1,0,1,3,44,38,5,12,8,4,0,0,5,4,0,10,2,0,0,0,1,0,0,0.25,0.315,0.443,0.757,12,L,D.Peterson(64),64,-3
2022,109,Aug,0,NYM,0,8,8,6,4,2,2,5,0,1,3.66,37,129,87,0,0,2,0,33,6,2,0,0,1,0,1,0,2,34,34,2,7,2,4,0,1,2,0,0,12,0,0,0,0,0,0,0,0.25,0.314,0.442,0.756,5,R,M.Scherzer(80),80,-4
2022,110,Aug,0,NYM,0,8,10,5,5,0,3,8,0,0,3.67,37,150,97,1,0,0,0,34,6,4,0,1,0,0,0,0,5,30,29,2,2,1,0,0,1,2,1,0,19,0,0,0,0,0,0,0,0.249,0.312,0.44,0.753,1,R,J.deGrom(70),70,-3
2022,111,Aug,0,BOS,1,11,11,7,6,1,2,16,3,1,3.69,46,186,127,2,0,0,0,42,2,6,0,1,0,1,0,1,7,51,44,9,13,6,4,2,1,9,7,1,4,0,0,0,0,1,1,0,0.249,0.313,0.441,0.755,11,L,R.Hill(31),31,2
2022,112,Aug,0,BOS,1,9,9,4,4,0,2,10,1,0,3.69,37,139,93,0,0,0,0,35,7,1,0,0,0,0,1,2,5,39,36,8,12,9,1,0,2,8,2,0,10,0,0,1,0,2,1,0,0.25,0.314,0.442,0.756,4,R,N.Pivetta(53),53,4
2022,113,Aug,0,MIA,1,9,12,3,3,0,6,8,1,0,3.68,43,186,110,1,0,2,1,37,7,4,0,1,0,0,0,1,6,34,33,4,8,2,4,0,2,4,0,0,6,0,0,1,0,1,0,0,0.25,0.313,0.443,0.756,3,R,P.López(57),57,1
2022,114,Aug,0,MIA,1,9,5,2,2,0,3,7,1,0,3.67,33,131,87,0,0,1,0,30,4,0,0,0,0,0,0,1,4,40,37,5,11,7,3,0,1,5,3,0,11,0,0,0,0,1,2,0,0.25,0.313,0.443,0.757,8,L,J.Luzardo(41),41,3
2022,115,Aug,0,MIA,1,9,5,2,2,0,4,8,1,0,3.65,36,147,87,2,0,0,0,32,3,0,1,0,0,0,0,0,4,38,36,6,10,5,2,0,3,6,2,0,11,0,0,0,0,1,0,0,0.251,0.313,0.445,0.758,5,R,T.Nance(56),56,4
2022,116,Aug,0,MIA,1,9,5,1,1,0,3,12,0,0,3.63,35,136,88,0,0,3,0,32,4,1,0,0,0,0,0,0,3,43,34,3,10,8,1,0,1,2,8,1,6,1,0,0,0,1,1,0,0.251,0.315,0.444,0.759,13,L,B.Garrett(61),61,2
2022,117,Aug,1,NYM,1,9,7,1,1,0,1,5,0,0,3.61,35,156,102,0,0,0,0,34,4,3,0,0,0,0,0,0,3,43,39,13,15,7,5,0,3,13,3,0,4,1,0,0,1,1,1,0,0.252,0.316,0.447,0.763,6,R,C.Carrasco(36),36,12
2022,118,Aug,1,NYM,1,9,3,0,0,0,2,14,0,0,3.58,30,130,86,2,0,0,0,28,3,0,0,0,0,0,0,2,4,35,29,5,8,6,0,0,2,4,6,0,3,0,0,0,0,1,0,1,0.252,0.317,0.448,0.764,6,R,T.Walker(52),52,5
2022,119,Aug,1,NYM,0,9,14,9,9,0,2,6,4,0,3.62,43,168,105,2,1,2,0,41,6,4,0,0,0,0,0,0,6,37,31,7,7,6,0,0,1,7,4,0,12,1,0,1,0,1,2,1,0.252,0.317,0.447,0.763,3,R,M.Scherzer(56),56,-2
2022,120,Aug,1,NYM,1,9,6,2,2,0,0,9,1,0,3.61,33,122,81,1,0,1,0,33,3,2,0,0,0,0,0,0,4,30,30,3,6,4,2,0,0,3,0,0,12,0,0,0,0,0,0,0,0.252,0.316,0.445,0.761,3,R,J.deGrom(61),61,1
2022,121,Aug,1,HOU,1,9,7,2,2,0,1,12,1,0,3.6,34,123,91,0,0,0,0,33,4,2,0,0,0,0,0,1,3,40,34,6,12,8,3,0,1,6,4,0,10,1,0,1,0,0,1,0,0.253,0.317,0.446,0.763,10,R,L.McCullers(44),44,4
2022,122,Aug,1,HOU,1,11,7,4,2,2,3,16,1,1,3.58,44,193,122,0,0,0,0,40,5,1,0,0,0,0,0,0,6,42,37,5,7,4,2,0,1,5,5,1,9,0,0,0,1,1,1,0,0.252,0.317,0.445,0.761,9,R,C.Javier(71),71,1
2022,123,Aug,1,HOU,0,9,10,5,4,1,4,14,0,0,3.58,41,156,95,1,0,4,0,36,10,0,0,0,0,1,0,0,4,34,32,4,7,4,1,1,1,4,2,0,9,0,0,0,0,1,0,1,0.252,0.316,0.445,0.761,3,R,J.Urquidy(63),63,-1
2022,124,Aug,0,PIT,1,9,5,1,1,0,1,10,1,0,3.56,32,132,86,0,0,1,0,30,4,0,0,0,1,0,0,1,4,33,30,2,4,2,1,0,1,2,3,0,6,0,0,0,0,1,0,0,0.251,0.315,0.443,0.759,4,R,R.Contreras(63),63,1
2022,125,Aug,0,PIT,1,9,3,1,1,0,1,9,1,0,3.54,31,104,66,0,0,0,0,30,2,0,0,0,0,0,0,0,2,37,35,6,10,8,1,0,1,6,1,0,12,0,0,1,0,1,0,0,0.251,0.315,0.443,0.758,4,R,J.Brubaker(39),39,5
2022,126,Aug,0,PIT,1,9,6,2,2,0,2,9,1,0,3.53,35,111,79,0,0,0,0,32,3,2,0,0,0,1,0,0,3,50,41,14,14,9,3,0,2,13,8,0,11,1,0,0,1,1,1,0,0.252,0.317,0.444,0.761,9,R,M.Keller(32),32,12
2022,127,Aug,0,STL,1,9,10,4,4,0,3,7,1,1,3.53,40,170,113,2,0,1,0,36,7,2,0,0,0,0,0,1,5,47,40,11,16,11,5,0,0,10,6,0,5,1,0,0,0,2,0,0,0.254,0.319,0.445,0.763,9,L,J.Quintana(42),42,7
2022,128,Aug,0,STL,0,8.1,9,6,6,0,5,6,2,3,3.55,42,159,101,0,0,0,0,34,5,2,0,0,0,0,0,0,5,37,36,5,10,6,3,0,1,5,1,0,11,0,0,0,0,1,0,0,0.254,0.318,0.445,0.763,5,L,J.Montgomery(34),34,-1
2022,129,Aug,0,STL,0,8,6,6,3,3,3,8,3,0,3.55,33,132,83,3,0,0,0,29,3,0,0,0,1,0,0,1,5,36,36,3,10,8,1,0,1,3,0,0,7,0,0,0,0,0,0,0,0.254,0.318,0.444,0.762,6,R,A.Wainwright(54),54,-3
2022,130,Aug,1,COL,0,9,11,3,2,1,1,5,0,0,3.54,40,164,105,0,0,0,0,39,8,2,1,0,0,0,2,0,5,39,35,2,7,4,3,0,0,2,4,0,12,0,0,0,1,0,3,0,0.253,0.318,0.443,0.761,10,R,J.Ureña(51),51,-1
2022,131,Aug,1,COL,1,9,6,2,2,0,3,9,1,0,3.53,35,123,82,0,0,0,0,32,5,0,0,0,0,0,0,2,3,31,27,3,5,2,1,0,2,3,4,0,10,0,0,0,0,0,0,1,0.253,0.318,0.443,0.761,4,R,R.Feltner(51),51,1
2022,132,Sep,1,COL,1,9,2,0,0,0,0,16,0,0,3.5,30,114,85,0,0,0,0,30,1,1,0,0,0,0,1,0,2,30,29,3,5,3,0,0,2,3,1,0,13,0,0,0,0,0,0,0,0.253,0.317,0.443,0.76,3,R,C.Kuhl(48),48,3
2022,133,Sep,1,MIA,1,9,5,1,1,0,3,11,1,0,3.48,34,138,90,2,0,0,0,31,3,1,0,0,0,0,0,1,4,38,34,8,11,5,1,0,5,8,3,0,8,1,0,0,0,0,1,1,0.253,0.317,0.445,0.763,6,R,S.Alcantara(31),31,7
2022,134,Sep,1,MIA,1,9,5,1,1,0,3,9,0,0,3.46,34,130,86,2,0,1,0,30,5,0,0,0,0,1,0,1,5,36,31,2,7,3,3,0,1,2,5,1,11,0,0,0,0,2,1,0,0.253,0.318,0.445,0.763,8,R,E.Cabrera(59),59,1
2022,135,Sep,1,MIA,1,9,3,1,1,0,3,13,0,0,3.44,32,124,76,0,0,0,0,29,3,0,0,0,0,0,0,1,4,39,31,7,9,6,2,0,1,6,7,1,12,0,0,1,0,0,0,1,0.253,0.318,0.445,0.764,8,R,P.López(50),50,6
2022,136,Sep,0,OAK,1,9,9,9,9,0,3,13,3,2,3.49,40,166,113,5,3,0,0,35,4,2,0,0,0,0,0,1,6,43,36,10,13,10,2,0,1,10,5,0,6,0,0,2,0,2,0,0,0.254,0.319,0.446,0.765,6,L,C.Irvin(10),10,1
2022,137,Sep,0,OAK,1,9,3,3,3,0,4,16,1,0,3.48,34,155,99,0,0,0,0,30,1,1,0,0,0,0,0,0,4,40,36,7,10,7,1,0,2,7,1,0,5,3,0,0,0,1,0,0,0.254,0.319,0.446,0.765,6,L,K.Waldichuk(52),52,4
2022,138,Sep,0,SEA,1,9,6,4,4,0,4,12,3,0,3.49,36,139,84,1,0,0,0,32,2,1,0,0,0,0,0,1,4,40,37,6,10,5,1,0,4,6,2,0,10,1,0,0,0,0,2,0,0.254,0.319,0.447,0.767,7,L,R.Ray(41),41,2
2022,139,Sep,0,SEA,0,8,6,3,3,0,2,7,2,1,3.49,33,133,85,0,0,0,0,30,3,1,0,0,0,0,0,0,3,30,30,1,3,3,0,0,0,1,0,0,9,0,0,0,0,1,1,0,0.253,0.318,0.445,0.763,2,R,G.Kirby(70),70,-2
2022,140,Sep,0,SEA,0,8.2,9,8,8,0,5,6,4,0,3.52,39,155,92,1,0,1,1,34,3,1,1,0,0,0,0,0,6,38,33,7,6,1,1,0,4,7,4,0,9,1,0,0,1,1,1,0,0.253,0.318,0.446,0.764,4,L,M.Gonzales(69),69,-1
2022,141,Sep,0,SFG,0,8,10,3,2,1,1,14,0,0,3.51,34,133,93,0,0,0,1,33,9,1,0,0,0,0,0,0,3,35,34,2,10,9,1,0,0,2,1,0,7,0,0,0,0,2,1,0,0.253,0.318,0.445,0.763,6,R,A.Cobb(72),72,-1
2022,142,Sep,0,SFG,1,9,4,1,1,0,5,9,0,0,3.49,34,150,94,1,0,0,0,29,3,1,0,0,0,0,0,2,5,39,36,5,10,6,3,0,1,5,3,0,5,0,0,0,0,1,0,0,0.253,0.318,0.445,0.763,7,R,J.Junis(41),41,4
2022,143,Sep,0,SFG,0,8,5,4,4,0,3,10,0,2,3.5,34,143,96,4,2,0,0,29,3,2,0,0,0,0,0,0,4,32,31,1,6,6,0,0,0,1,1,0,13,0,0,0,0,1,0,1,0.253,0.317,0.443,0.761,4,L,C.Rodón(68),68,-3
2022,144,Sep,1,PHI,1,9,6,2,2,0,3,5,2,0,3.49,35,147,91,1,0,0,1,32,4,0,0,0,0,0,0,0,5,36,31,7,7,3,2,0,2,7,5,0,8,0,0,0,0,0,0,0,0.253,0.318,0.444,0.761,5,L,R.Suárez(65),65,5
2022,145,Sep,1,PHI,1,9,9,3,3,0,2,9,0,0,3.49,38,168,112,3,1,0,0,35,6,3,0,0,0,1,0,0,6,34,32,4,8,5,2,0,1,4,2,0,9,0,0,0,0,0,0,0,0.253,0.317,0.443,0.761,6,R,A.Nola(53),53,1
2022,146,Sep,1,PHI,1,9,4,2,2,0,4,14,2,0,3.47,36,158,102,0,0,1,0,32,2,0,0,0,0,0,1,0,4,36,34,5,10,4,4,0,2,5,2,0,9,0,0,0,0,0,0,0,0.253,0.318,0.444,0.762,7,L,B.Falter(53),53,3
2022,147,Sep,1,WSN,1,9,9,2,2,0,1,12,0,0,3.46,36,133,94,0,0,1,0,34,7,2,0,0,0,1,0,1,4,35,30,5,10,6,2,0,2,5,3,0,3,1,0,1,0,1,1,1,0.254,0.318,0.445,0.763,6,R,C.Abbott(32),32,3
2022,148,Sep,1,WSN,1,9,8,2,2,0,4,14,0,1,3.45,40,151,100,2,1,1,0,35,7,1,0,1,0,0,0,1,4,32,31,3,7,5,0,0,2,3,1,0,8,0,0,0,0,0,1,0,0.253,0.318,0.445,0.763,5,L,P.Corbin(51),51,1
2022,149,Sep,1,WSN,0,9,6,3,3,0,4,7,1,1,3.45,39,143,88,2,1,1,0,33,4,1,0,1,0,1,1,0,5,37,34,2,10,10,0,0,0,1,3,0,7,0,0,0,0,0,1,1,0.254,0.318,0.444,0.762,8,R,P.Espino(48),48,-1
2022,150,Sep,0,PHI,0,8,6,1,1,0,2,12,0,0,3.44,32,154,103,0,0,0,0,29,4,2,0,0,0,1,0,0,3,36,33,0,6,5,1,0,0,0,2,0,9,1,0,0,0,0,0,0,0.253,0.317,0.443,0.76,9,L,R.Suárez(64),64,-1
2022,151,Sep,0,PHI,0,8,10,9,9,0,8,9,1,0,3.48,42,165,99,0,0,0,0,32,7,2,0,1,0,2,0,0,4,35,31,1,6,4,2,0,0,1,3,0,12,0,0,1,0,1,0,0,0.253,0.317,0.442,0.759,7,R,A.Nola(69),69,-8
2022,152,Sep,0,PHI,1,9,3,3,2,1,3,8,1,0,3.47,35,154,98,1,0,0,0,31,1,1,0,0,0,1,2,0,5,40,39,6,14,10,2,0,2,6,1,0,11,0,0,0,0,2,0,0,0.254,0.317,0.443,0.76,7,L,B.Falter(23),23,3
2022,153,Sep,0,PHI,1,11,10,7,6,1,5,12,2,0,3.48,46,182,127,1,0,1,1,39,5,3,0,1,0,2,1,1,6,48,43,8,11,7,3,0,1,7,5,1,17,0,0,0,0,0,1,1,0.254,0.318,0.442,0.76,9,R,K.Gibson(40),40,1
2022,154,Sep,0,WSN,1,9,6,0,0,0,1,6,0,0,3.46,32,106,65,,,0,0,31,5,1,0,0,0,0,0,1,1,38,30,8,6,2,1,0,3,7,5,0,8,2,0,1,1,2,1,0,0.253,0.318,0.443,0.76,3,R,C.Abbott(47),47,8
2022,155,Sep,0,WSN,1,9,6,2,2,0,1,11,1,0,3.45,34,131,92,1,0,1,0,33,3,2,0,0,0,0,0,0,5,41,38,8,10,5,1,1,3,7,3,0,8,0,0,0,1,0,0,0,0.253,0.318,0.444,0.761,6,R,P.Espino(46),46,6
2022,156,Sep,0,WSN,0,9.2,5,3,1,2,4,3,0,0,3.43,38,149,100,2,0,1,1,32,5,0,0,0,1,1,1,0,7,39,36,2,6,4,1,0,1,1,3,0,6,0,0,0,0,0,0,0,0.253,0.317,0.442,0.76,8,R,J.Gray(64),64,-1
2022,157,Sep,1,NYM,1,9,8,2,2,0,1,8,1,1,3.42,35,140,94,0,0,0,0,33,6,1,0,0,0,0,0,2,5,31,30,5,8,3,2,0,3,5,0,0,12,0,0,1,0,0,0,0,0.253,0.317,0.444,0.76,2,R,J.deGrom(61),61,3
2022,158,Oct,1,NYM,1,9,8,2,2,0,1,8,0,0,3.41,36,132,94,0,0,0,0,35,8,0,0,0,0,0,0,0,5,33,33,4,11,7,2,0,2,4,0,0,8,0,0,0,0,2,0,0,0.253,0.317,0.444,0.761,5,R,M.Scherzer(39),39,2
2022,159,Oct,1,NYM,1,9,11,3,3,0,2,9,2,0,3.41,39,140,95,2,0,0,0,37,9,0,0,0,0,0,0,1,6,34,29,5,5,3,0,0,2,5,4,0,10,1,0,0,0,0,0,0,0.253,0.317,0.444,0.761,5,R,C.Bassitt(35),35,2
2022,160,Oct,0,MIA,0,8,9,4,4,0,2,7,1,0,3.42,34,139,93,0,0,1,0,32,5,3,0,0,0,0,1,2,4,32,31,0,4,2,2,0,0,0,1,0,14,0,0,0,1,1,0,0,0.252,0.316,0.443,0.759,5,L,J.Luzardo(75),75,-4
2022,161,Oct,0,MIA,1,9,4,1,1,0,4,14,1,0,3.4,35,144,91,0,0,1,0,31,1,2,0,0,0,0,0,0,5,42,32,2,8,7,1,0,0,2,8,1,9,1,1,0,0,2,1,0,0.252,0.317,0.442,0.758,13,L,B.Garrett(46),46,1
2022,162,Oct,0,MIA,0,8,13,12,12,0,6,5,2,0,3.46,41,156,96,1,1,1,0,35,9,0,2,0,0,0,0,2,5,46,41,9,15,6,7,0,2,9,3,0,11,1,0,1,0,0,0,0,0.253,0.317,0.443,0.761,10,R,E.Hernandez(45),45,-3
2021,1,Apr,0,PHI,0,9.2,9,3,2,1,4,13,0,1,1.86,43,151,101,0,0,1,0,36,7,2,0,1,1,1,0,0,6,40,37,2,7,4,2,0,1,2,2,0,10,1,0,0,1,0,0,0,0.189,0.25,0.324,0.574,9,R,A.Nola(60),60,-1
2021,2,Apr,0,PHI,0,8,8,4,4,0,4,10,0,2,3.06,36,144,90,2,0,0,0,30,5,3,0,1,0,0,0,1,5,28,28,0,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0.123,0.162,0.2,0.362,1,R,Z.Wheeler(85),85,-4
2021,3,Apr,0,PHI,0,8,8,2,2,0,3,13,1,0,2.81,34,135,87,3,0,1,0,30,7,0,0,1,1,0,0,1,5,32,29,1,4,2,1,0,1,1,3,0,11,0,0,0,0,1,0,0,0.128,0.18,0.223,0.403,4,R,Z.Eflin(72),72,-1
2021,4,Apr,0,WSN,0,8,10,6,4,2,4,9,1,1,3.21,39,154,104,3,0,0,0,34,8,1,0,0,0,0,1,0,5,37,34,5,7,3,0,0,4,5,3,0,11,0,0,0,0,0,0,0,0.148,0.204,0.313,0.517,5,R,M.Scherzer(55),55,-1
2021,5,Apr,0,WSN,1,7,9,6,6,0,4,8,1,1,3.98,34,129,80,0,0,0,0,28,5,3,0,0,0,1,0,1,5,33,30,7,9,6,3,0,0,5,3,2,10,0,0,0,0,0,2,0,0.177,0.235,0.329,0.564,5,R,E.Fedde(19),19,1
2021,6,Apr,0,WSN,1,7,2,0,0,0,3,8,0,0,3.4,25,105,65,0,0,2,0,22,1,1,0,1,0,0,0,1,3,27,24,2,3,2,0,0,1,2,3,0,8,0,0,0,0,0,1,0,0.17,0.234,0.319,0.552,4,R,S.Strasburg(76),76,2
2021,7,Apr,1,PHI,1,9,6,1,1,0,2,10,0,0,3.02,34,127,82,0,0,0,0,32,6,0,0,0,0,0,0,1,4,40,35,8,12,6,3,0,3,8,5,0,7,0,0,0,1,1,0,0,0.198,0.266,0.378,0.644,8,R,Z.Wheeler(38),38,7
2021,8,Apr,1,PHI,1,9,6,4,4,0,2,12,2,0,3.15,35,146,92,0,0,0,0,33,4,0,0,0,0,0,0,0,4,35,33,5,9,4,4,0,1,5,1,1,6,0,1,0,1,1,0,0,0.208,0.269,0.392,0.661,6,R,Z.Eflin(43),43,1
2021,9,Apr,1,PHI,0,9,8,7,7,0,0,6,3,0,3.62,35,150,96,0,0,1,0,33,2,3,0,0,0,2,0,0,5,38,35,6,10,4,3,0,3,6,1,0,7,0,1,1,0,0,0,0,0.218,0.273,0.421,0.694,5,L,M.Moore(34),34,-1
2021,10,Apr,1,MIA,0,10,8,5,4,1,6,11,1,0,3.61,43,184,111,2,2,0,1,37,3,4,0,0,0,0,0,0,6,41,30,3,4,2,1,1,0,3,5,0,8,3,1,2,0,0,1,0,0.21,0.276,0.403,0.679,9,R,S.Alcantara(54),54,-2
2021,11,Apr,1,MIA,0,9,17,14,13,1,3,8,3,2,4.52,49,180,121,2,0,0,0,44,9,5,0,0,0,0,0,0,4,44,39,8,11,6,3,0,2,6,4,0,12,1,0,0,1,0,0,0,0.218,0.286,0.415,0.701,9,R,P.Lopez(25),25,-6
2021,12,Apr,1,MIA,0,10,9,6,5,1,5,18,1,1,4.51,42,172,110,0,0,2,0,36,6,2,0,0,0,0,0,2,5,39,34,5,8,5,1,0,2,5,5,0,8,0,0,0,0,2,0,0,0.219,0.29,0.418,0.708,5,R,N.Neidert(41),41,-1
2021,13,Apr,1,MIA,1,9,9,6,6,0,5,10,1,0,4.63,41,166,102,0,0,0,0,35,5,3,0,0,1,0,0,0,5,41,33,7,8,5,1,0,2,7,5,0,11,3,0,0,0,0,0,0,0.221,0.299,0.42,0.719,9,L,T.Rogers(57),57,1
2021,14,Apr,0,CHC,1,9,6,2,2,0,6,12,1,4,4.44,41,181,109,2,0,1,1,29,5,0,0,0,1,1,0,1,6,43,33,5,9,7,2,0,0,5,8,0,7,1,0,1,0,1,0,1,0.225,0.309,0.414,0.723,11,R,Z.Davies(30),30,3
2021,15,Apr,0,CHC,0,8,14,13,13,0,3,9,6,1,5.07,42,163,103,2,2,0,0,38,5,2,1,0,0,0,0,0,5,38,31,4,7,6,0,1,0,3,6,0,6,0,0,1,1,2,0,0,0.225,0.311,0.406,0.717,7,R,T.Williams(56),56,-9
2021,16,Apr,0,CHC,1,9,10,4,3,1,3,8,2,0,4.93,38,139,91,0,0,1,0,35,5,2,1,0,0,0,0,1,5,50,38,13,14,7,2,0,5,13,7,1,7,3,0,2,0,0,0,0,0.235,0.325,0.436,0.761,10,R,K.Hendricks(19),19,9
2021,17,Apr,0,NYY,0,8,5,3,3,0,5,6,1,0,4.85,34,135,85,3,2,0,0,29,3,1,0,1,0,0,0,0,4,36,31,1,6,4,2,0,0,1,4,0,10,1,0,0,0,2,0,0,0.233,0.324,0.426,0.75,8,R,J.Taillon(59),59,-2
2021,18,Apr,0,NYY,1,9,5,1,1,0,6,6,0,0,4.63,37,143,90,3,0,0,0,31,5,0,0,0,0,0,0,1,3,40,30,4,5,4,0,0,1,4,8,1,7,0,1,1,0,0,0,0,0.229,0.324,0.418,0.742,9,R,C.Kluber(50),50,3
2021,19,Apr,1,ARI,1,9,5,4,4,0,3,7,1,0,4.59,35,136,86,2,0,0,0,32,2,2,0,0,0,0,0,0,4,35,31,5,7,1,3,1,2,5,4,1,10,0,0,0,0,0,0,0,0.229,0.324,0.426,0.75,6,R,L.Weaver(40),40,1
